Path,SteerAngle,Throttle,Brake,Speed,X_Position,Y_Position,Pitch,Yaw,Roll
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_48_905.jpg,0,1,0,0.6704162,99.73852,85.24619,1.224948,282.3384,0.0005879442
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_48_972.jpg,0,1,0,0.7238569,99.74845,85.20171,1.210582,282.3835,0.0006977288
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_49_039.jpg,0,1,0,0.7807609,99.76247,85.13872,1.186415,282.3096,0.0003585551
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_49_106.jpg,0,1,0,0.8303174,99.77392,85.0873,1.212701,282.3311,0.0008100792
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_49_172.jpg,0,1,0,0.8894222,99.78616,85.03227,1.247441,282.3536,0.0007330717
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_49_239.jpg,0,1,0,0.9455906,99.80338,84.95511,1.25323,282.3624,0.0008110122
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_49_305.jpg,0,1,0,1.011055,99.81692,84.89439,1.229382,282.3569,0.001112883
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_49_372.jpg,0,1,0,1.059283,99.83109,84.83095,1.21039,282.3598,0.0004176953
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_49_439.jpg,0,1,0,1.108327,99.85113,84.74115,1.239865,282.3662,0.0008838626
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_49_523.jpg,0,1,0,1.168273,99.87207,84.64732,1.234405,282.3776,0.0009391556
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_49_589.jpg,0,1,0,1.225147,99.88859,84.57341,1.235813,282.3854,0.0008444852
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_49_656.jpg,0,1,0,1.277045,99.90571,84.49689,1.233469,282.4061,0.0006690067
/Users/ydai/Desktop/Udacity/RoboND-Rover-Project/rec_dataset/IMG/robocam_2017_05_26_12_05_49_723.jpg,0,1,0,1.324094,99.92956,84.39041,1.240075,282.4324,0.0008026818
